41156;-755457;-995765
41162;-735409;-994249
41164;-746283;-998096
41171;-749233;-998396
41172;-742887;-997792
41173;-736591;-999384
41174;-738856;-996843
41181;-756534;-1000502
41182;-755318;-1000078
41183;-751085;-1000491
41184;-750865;-1011166
41185;-743670;-1012625
41186;-743578;-1004772
41187;-746775;-1007020
41201;-755606;-990747
41301;-750284;-1004816
41501;-775502;-976430
41503;-777814;-976493
41510;-773932;-974309
41701;-777327;-971958
41702;-777082;-971951
41703;-777949;-973147
41704;-782881;-973238
41705;-786111;-976141
41712;-775080;-973218
41713;-771654;-976358
41722;-784290;-975569
41723;-780800;-973620
41724;-781256;-976090
41725;-780979;-977753
41731;-776067;-974396
41741;-773021;-970661
41742;-772180;-971882
41752;-778113;-981835
41753;-777554;-983352
41754;-774104;-985497
41757;-779429;-990086
41761;-773175;-978743
41762;-770721;-980747
41763;-771957;-983085
41765;-776203;-981544
41771;-779305;-979605
41772;-780785;-981664
41781;-784674;-968095
41801;-780873;-985540
41804;-777250;-992876
41901;-782214;-977685
43001;-808920;-990938
43003;-807671;-991726
43004;-807671;-991726
43101;-809809;-993122
43102;-815392;-990837
43111;-804828;-987717
43114;-799720;-992134
43115;-801749;-989505
43121;-806776;-982602
43132;-813669;-978057
43141;-804738;-994905
43143;-803012;-1000361
43144;-807365;-995035
43145;-808345;-999428
43151;-826613;-997363
43153;-814839;-1006360
43154;-817612;-1007328
43155;-819752;-1008163
43156;-822948;-1012456
43157;-812473;-1004424
43158;-818538;-991102
43159;-802997;-985705
43163;-831104;-998000
43182;-818514;-984476
43183;-820430;-989373
43184;-830180;-993074
43186;-833565;-990102
43191;-834649;-986577
43201;-819008;-999708
43401;-790764;-989760
43501;-795266;-995723
43502;-791191;-990635
43511;-788668;-978317
43513;-791988;-975946
43521;-787338;-989673
43522;-786001;-985820
43524;-783803;-991593
43526;-786644;-996198
43532;-788691;-981638
43533;-790299;-979881
43542;-792350;-978391
43543;-797067;-980457
43545;-800619;-977299
43546;-804199;-976350
43547;-806959;-972321
43601;-794456;-970475
43801;-800898;-1009138
43901;-779240;-1007006
43902;-782040;-1009767
43903;-779562;-1010104
43904;-779017;-1014993
43905;-775277;-1015114
43906;-775556;-1012076
43907;-772422;-1011781
43908;-772423;-1005910
43909;-775009;-1008912
43914;-780035;-1013002
43915;-782446;-1016878
43921;-771692;-1003289
43922;-777491;-1001895
43923;-784702;-1004539
43924;-783073;-1000888
43926;-778274;-996990
43931;-801473;-1017341
43942;-791173;-1004596
43949;-798033;-1005856
43963;-796097;-1012234
43965;-789225;-1013829
43967;-785967;-1018244
43968;-789054;-1019306
43969;-793349;-1013644
43971;-819083;-1017262
43972;-814631;-1013880
43975;-803190;-1006643
43981;-811128;-1024289
43982;-815017;-1022166
43983;-821500;-1025198
43984;-815824;-1030902
43985;-811188;-1028648
43986;-806994;-1023634
43987;-808812;-1021215
43988;-805781;-1018912
44001;-782316;-1007861
44101;-814997;-1019150
46001;-688281;-974361
46005;-687044;-974435
46006;-688170;-976009
46007;-689366;-975111
46008;-689667;-976683
46010;-690288;-974248
46014;-686852;-972417
46015;-684454;-975535
46303;-689701;-971067
46311;-686656;-976188
46312;-688160;-980488
46331;-689016;-963681
46334;-701001;-963308
46342;-685367;-986560
46343;-693529;-983345
46344;-688076;-989649
46345;-690079;-992354
46346;-689329;-995272
46348;-697851;-987368
46352;-698494;-980285
46353;-701761;-972135
46362;-676753;-963157
46365;-673510;-957483
46373;-689088;-947545
46401;-681749;-957673
46601;-679699;-979692
46602;-680847;-979561
46604;-680857;-978395
46605;-682846;-976875
46606;-680337;-981154
46801;-679774;-983253
46802;-682426;-984369
46803;-684390;-981676
46804;-683262;-979614
